0.0	-0.016	0
0.034	-0.097	0
0.119	-0.178	0
0.241	-0.261	0
0.404	-0.35	0
0.618	-0.449	0
0.904	-0.563	0
1.298	-0.7	0
1.843	-0.864	0
2.578	-1.05	0
3.5	-1.249	0
4.552	-1.447	0
5.675	-1.633	0
6.844	-1.804	0
8.037	-1.961	0
9.251	-2.104	0
10.479	-2.234	0
11.719	-2.353	0
12.966	-2.462	0
14.222	-2.561	0
15.484	-2.652	0
16.751	-2.735	0
18.023	-2.81	0
19.3	-2.878	0
20.58	-2.939	0
21.863	-2.994	0
23.149	-3.043	0
24.437	-3.088	0
25.728	-3.127	0
27.02	-3.162	0
28.314	-3.192	0
29.611	-3.218	0
30.907	-3.24	0
32.206	-3.258	0
33.506	-3.272	0
34.806	-3.284	0
36.109	-3.292	0
37.411	-3.296	0
38.715	-3.298	0
40.018	-3.298	0
41.324	-3.294	0
42.629	-3.289	0
43.936	-3.281	0
45.242	-3.271	0
46.551	-3.259	0
47.859	-3.244	0
49.167	-3.228	0
50.475	-3.21	0
51.785	-3.192	0
53.095	-3.17	0
54.404	-3.148	0
55.716	-3.125	0
57.027	-3.099	0
58.338	-3.073	0
59.649	-3.046	0
60.96	-3.017	0
62.273	-2.988	0
63.586	-2.956	0
64.898	-2.925	0
66.211	-2.893	0
67.524	-2.861	0
68.837	-2.827	0
70.151	-2.793	0
71.463	-2.757	0
72.778	-2.722	0
74.092	-2.686	0
75.406	-2.649	0
76.72	-2.611	0
78.034	-2.574	0
79.348	-2.536	0
80.663	-2.498	0
81.977	-2.458	0
83.292	-2.419	0
84.607	-2.38	0
85.921	-2.34	0
87.237	-2.299	0
88.551	-2.259	0
89.866	-2.219	0
91.181	-2.178	0
92.496	-2.137	0
93.81	-2.095	0
95.126	-2.054	0
96.442	-2.011	0
97.756	-1.969	0
99.072	-1.927	0
100.387	-1.885	0
101.701	-1.842	0
103.017	-1.799	0
104.331	-1.756	0
105.647	-1.713	0
106.963	-1.669	0
108.277	-1.625	0
109.592	-1.581	0
110.908	-1.538	0
112.222	-1.494	0
113.538	-1.45	0
114.852	-1.405	0
116.168	-1.361	0
117.482	-1.316	0
118.796	-1.27	0
120.112	-1.226	0
121.426	-1.18	0
122.742	-1.134	0
124.056	-1.089	0
125.372	-1.042	0
126.686	-0.997	0
128.0	-0.949	0
129.313	-0.903	0
130.627	-0.856	0
131.939	-0.808	0
133.254	-0.76	0
134.565	-0.712	0
135.878	-0.662	0
137.187	-0.611	0
138.496	-0.561	0
139.802	-0.508	0
141.107	-0.454	0
142.408	-0.398	0
143.697	-0.339	0
144.97	-0.276	0
146.209	-0.207	0
146.252	-0.076	0
145.037	-0.068	0
143.788	-0.042	0
142.526	0.0	0
141.252	0.052	0
139.974	0.116	0
138.692	0.187	0
137.409	0.267	0
136.125	0.354	0
134.841	0.449	0
133.553	0.551	0
132.266	0.659	0
130.977	0.772	0
129.688	0.892	0
128.396	1.017	0
127.106	1.146	0
125.813	1.278	0
124.519	1.415	0
123.226	1.554	0
121.931	1.699	0
120.635	1.844	0
119.34	1.993	0
118.044	2.143	0
116.746	2.296	0
115.448	2.451	0
114.15	2.607	0
112.853	2.764	0
111.552	2.923	0
110.253	3.083	0
108.952	3.242	0
107.65	3.403	0
106.347	3.564	0
105.046	3.725	0
103.746	3.885	0
102.446	4.043	0
101.147	4.202	0
99.851	4.358	0
98.553	4.513	0
97.258	4.665	0
95.962	4.816	0
94.666	4.963	0
93.371	5.109	0
92.076	5.252	0
90.781	5.391	0
89.486	5.528	0
88.192	5.662	0
86.895	5.793	0
85.601	5.919	0
84.306	6.043	0
83.009	6.164	0
81.713	6.281	0
80.417	6.394	0
79.12	6.504	0
77.824	6.608	0
76.528	6.711	0
75.232	6.809	0
73.934	6.902	0
72.636	6.992	0
71.338	7.078	0
70.04	7.159	0
68.743	7.238	0
67.443	7.311	0
66.146	7.38	0
64.846	7.445	0
63.547	7.506	0
62.249	7.562	0
60.95	7.614	0
59.651	7.661	0
58.351	7.704	0
57.052	7.742	0
55.753	7.775	0
54.455	7.805	0
53.156	7.829	0
51.858	7.848	0
50.559	7.862	0
49.261	7.871	0
47.963	7.874	0
46.667	7.873	0
45.37	7.866	0
44.076	7.854	0
42.781	7.835	0
41.486	7.811	0
40.194	7.78	0
38.902	7.743	0
37.611	7.7	0
36.322	7.65	0
35.034	7.593	0
33.747	7.529	0
32.463	7.457	0
31.18	7.377	0
29.9	7.289	0
28.621	7.194	0
27.344	7.089	0
26.072	6.976	0
24.803	6.853	0
23.535	6.72	0
22.271	6.577	0
21.01	6.425	0
19.754	6.262	0
18.503	6.086	0
17.257	5.899	0
16.016	5.701	0
14.784	5.49	0
13.559	5.265	0
12.345	5.025	0
11.141	4.772	0
9.952	4.501	0
8.781	4.213	0
7.63	3.904	0
6.507	3.576	0
5.418	3.227	0
4.376	2.856	0
3.405	2.469	0
2.533	2.074	0
1.81	1.697	0
1.258	1.364	0
0.858	1.081	0
0.575	0.849	0
0.374	0.653	0
0.229	0.488	0
0.127	0.341	0
0.055	0.21	0
0.012	0.091	0
0.0	-0.021	0
