94.572	-0.034	0
93.742	0	0
92.904	0.043	0
92.063	0.095	0
91.22	0.154	0
90.377	0.22	0
89.532	0.291	0
88.687	0.369	0
87.84	0.453	0
86.994	0.542	0
86.146	0.635	0
85.298	0.733	0
84.449	0.836	0
83.6	0.942	0
82.749	1.051	0
81.899	1.163	0
81.048	1.278	0
80.196	1.397	0
79.344	1.516	0
78.492	1.639	0
77.64	1.762	0
76.786	1.887	0
75.932	2.015	0
75.079	2.143	0
74.225	2.273	0
73.37	2.403	0
72.515	2.534	0
71.66	2.666	0
70.803	2.798	0
69.947	2.93	0
69.091	3.063	0
68.235	3.194	0
67.381	3.324	0
66.526	3.455	0
65.674	3.583	0
64.82	3.71	0
63.969	3.836	0
63.116	3.959	0
62.263	4.081	0
61.412	4.2	0
60.56	4.318	0
59.708	4.433	0
58.857	4.545	0
58.005	4.655	0
57.153	4.763	0
56.301	4.867	0
55.449	4.969	0
54.597	5.068	0
53.744	5.164	0
52.892	5.257	0
52.039	5.347	0
51.186	5.433	0
50.334	5.517	0
49.481	5.598	0
48.628	5.674	0
47.774	5.749	0
46.92	5.819	0
46.067	5.886	0
45.213	5.951	0
44.359	6.01	0
43.505	6.067	0
42.651	6.121	0
41.796	6.171	0
40.942	6.217	0
40.088	6.26	0
39.233	6.298	0
38.379	6.334	0
37.524	6.365	0
36.67	6.393	0
35.816	6.417	0
34.962	6.437	0
34.108	6.452	0
33.253	6.464	0
32.4	6.471	0
31.546	6.474	0
30.694	6.473	0
29.841	6.467	0
28.989	6.457	0
28.138	6.442	0
27.286	6.422	0
26.436	6.396	0
25.587	6.366	0
24.737	6.331	0
23.889	6.29	0
23.043	6.243	0
22.196	6.19	0
21.351	6.131	0
20.507	6.065	0
19.666	5.993	0
18.825	5.914	0
17.985	5.828	0
17.148	5.735	0
16.313	5.634	0
15.479	5.525	0
14.648	5.408	0
13.819	5.282	0
12.993	5.148	0
12.17	5.004	0
11.35	4.85	0
10.534	4.687	0
9.724	4.514	0
8.918	4.329	0
8.119	4.132	0
7.327	3.923	0
6.545	3.7	0
5.775	3.463	0
5.019	3.21	0
4.28	2.94	0
3.563	2.653	0
2.878	2.348	0
2.239	2.03	0
1.666	1.705	0
1.191	1.396	0
0.827	1.121	0
0.564	0.889	0
0.378	0.698	0
0.246	0.537	0
0.151	0.401	0
0.083	0.28	0
0.036	0.172	0
0.008	0.074	0
0	-0.018	0
0.023	-0.107	0
0.078	-0.195	0
0.159	-0.286	0
0.266	-0.383	0
0.407	-0.492	0
0.595	-0.617	0
0.854	-0.767	0
1.212	-0.947	0
1.695	-1.151	0
2.302	-1.369	0
2.994	-1.587	0
3.733	-1.79	0
4.501	-1.978	0
5.286	-2.149	0
6.085	-2.306	0
6.892	-2.449	0
7.708	-2.579	0
8.528	-2.699	0
9.354	-2.808	0
10.184	-2.908	0
11.017	-2.998	0
11.854	-3.08	0
12.694	-3.155	0
13.536	-3.221	0
14.38	-3.282	0
15.225	-3.336	0
16.073	-3.385	0
16.922	-3.428	0
17.771	-3.466	0
18.623	-3.499	0
19.476	-3.527	0
20.328	-3.552	0
21.183	-3.571	0
22.037	-3.587	0
22.893	-3.6	0
23.749	-3.608	0
24.606	-3.613	0
25.463	-3.615	0
26.321	-3.615	0
27.179	-3.611	0
28.038	-3.605	0
28.897	-3.597	0
29.757	-3.586	0
30.617	-3.572	0
31.478	-3.556	0
32.338	-3.539	0
33.198	-3.519	0
34.06	-3.499	0
34.921	-3.475	0
35.783	-3.451	0
36.645	-3.425	0
37.508	-3.398	0
38.37	-3.368	0
39.232	-3.339	0
40.095	-3.308	0
40.958	-3.275	0
41.822	-3.241	0
42.685	-3.207	0
43.548	-3.171	0
44.412	-3.136	0
45.275	-3.099	0
46.139	-3.062	0
47.003	-3.022	0
47.867	-2.984	0
48.731	-2.944	0
49.596	-2.904	0
50.46	-2.863	0
51.325	-2.821	0
52.189	-2.78	0
53.053	-2.738	0
53.918	-2.695	0
54.783	-2.652	0
55.647	-2.609	0
56.512	-2.565	0
57.377	-2.521	0
58.241	-2.476	0
59.107	-2.432	0
59.971	-2.387	0
60.836	-2.342	0
61.701	-2.296	0
62.566	-2.251	0
63.431	-2.205	0
64.296	-2.159	0
65.161	-2.112	0
66.027	-2.066	0
66.891	-2.019	0
67.756	-1.972	0
68.621	-1.925	0
69.486	-1.878	0
70.351	-1.83	0
71.216	-1.782	0
72.081	-1.734	0
72.946	-1.686	0
73.811	-1.638	0
74.676	-1.59	0
75.54	-1.541	0
76.406	-1.492	0
77.27	-1.443	0
78.134	-1.393	0
79	-1.344	0
79.864	-1.294	0
80.729	-1.244	0
81.594	-1.194	0
82.459	-1.143	0
83.324	-1.093	0
84.188	-1.041	0
85.051	-0.99	0
85.916	-0.938	0
86.779	-0.886	0
87.643	-0.833	0
88.506	-0.78	0
89.369	-0.725	0
90.231	-0.67	0
91.091	-0.614	0
91.95	-0.557	0
92.809	-0.498	0
93.664	-0.436	0
94.572	-0.371	0
