0.0	-0.008	0
0.034	-0.049	0
0.119	-0.089	0
0.241	-0.131	0
0.404	-0.175	0
0.618	-0.224	0
0.904	-0.282	0
1.298	-0.35	0
1.843	-0.432	0
2.578	-0.525	0
3.5	-0.624	0
4.552	-0.724	0
5.675	-0.817	0
6.844	-0.902	0
8.037	-0.98	0
9.251	-1.052	0
10.479	-1.117	0
11.719	-1.177	0
12.966	-1.231	0
14.222	-1.281	0
15.484	-1.326	0
16.751	-1.367	0
18.023	-1.405	0
19.3	-1.439	0
20.58	-1.469	0
21.863	-1.497	0
23.149	-1.522	0
24.437	-1.544	0
25.728	-1.564	0
27.02	-1.581	0
28.314	-1.596	0
29.611	-1.609	0
30.907	-1.62	0
32.206	-1.629	0
33.506	-1.636	0
34.806	-1.642	0
36.109	-1.646	0
37.411	-1.648	0
38.715	-1.649	0
40.018	-1.649	0
41.324	-1.647	0
42.629	-1.645	0
43.936	-1.64	0
45.242	-1.636	0
46.551	-1.629	0
47.859	-1.622	0
49.167	-1.614	0
50.475	-1.605	0
51.785	-1.596	0
53.095	-1.585	0
54.404	-1.574	0
55.716	-1.562	0
57.027	-1.55	0
58.338	-1.536	0
59.649	-1.523	0
60.96	-1.509	0
62.273	-1.494	0
63.586	-1.478	0
64.898	-1.463	0
66.211	-1.446	0
67.524	-1.43	0
68.837	-1.413	0
70.151	-1.396	0
71.463	-1.379	0
72.778	-1.361	0
74.092	-1.343	0
75.406	-1.324	0
76.72	-1.306	0
78.034	-1.287	0
79.348	-1.268	0
80.663	-1.249	0
81.977	-1.229	0
83.292	-1.21	0
84.607	-1.19	0
85.921	-1.17	0
87.237	-1.15	0
88.551	-1.13	0
89.866	-1.109	0
91.181	-1.089	0
92.496	-1.068	0
93.81	-1.047	0
95.126	-1.027	0
96.442	-1.006	0
97.756	-0.985	0
99.072	-0.963	0
100.387	-0.942	0
101.701	-0.921	0
103.017	-0.899	0
104.331	-0.878	0
105.647	-0.856	0
106.963	-0.835	0
108.277	-0.813	0
109.592	-0.791	0
110.908	-0.769	0
112.222	-0.747	0
113.538	-0.725	0
114.852	-0.703	0
116.168	-0.68	0
117.482	-0.658	0
118.796	-0.635	0
120.112	-0.613	0
121.426	-0.59	0
122.742	-0.567	0
124.056	-0.544	0
125.372	-0.521	0
126.686	-0.498	0
128.0	-0.475	0
129.313	-0.451	0
130.627	-0.428	0
131.939	-0.404	0
133.254	-0.38	0
134.565	-0.356	0
135.878	-0.331	0
137.187	-0.306	0
138.496	-0.28	0
139.802	-0.254	0
141.107	-0.227	0
142.408	-0.199	0
143.697	-0.169	0
144.97	-0.138	0
146.209	-0.103	0
146.252	-0.029	0
145.037	-0.025	0
143.788	-0.016	0
142.526	0.0	0
141.252	0.02	0
139.974	0.043	0
138.692	0.07	0
137.409	0.1	0
136.125	0.133	0
134.841	0.169	0
133.553	0.207	0
132.266	0.247	0
130.977	0.29	0
129.688	0.334	0
128.396	0.381	0
127.106	0.43	0
125.813	0.479	0
124.519	0.531	0
123.226	0.583	0
121.931	0.637	0
120.635	0.692	0
119.34	0.747	0
118.044	0.804	0
116.746	0.861	0
115.448	0.919	0
114.15	0.978	0
112.853	1.037	0
111.552	1.096	0
110.253	1.156	0
108.952	1.216	0
107.65	1.276	0
106.347	1.337	0
105.046	1.397	0
103.746	1.457	0
102.446	1.516	0
101.147	1.576	0
99.851	1.634	0
98.553	1.692	0
97.258	1.75	0
95.962	1.806	0
94.666	1.861	0
93.371	1.916	0
92.076	1.969	0
90.781	2.022	0
89.486	2.073	0
88.192	2.123	0
86.895	2.172	0
85.601	2.22	0
84.306	2.266	0
83.009	2.311	0
81.713	2.355	0
80.417	2.398	0
79.12	2.439	0
77.824	2.478	0
76.528	2.517	0
75.232	2.553	0
73.934	2.588	0
72.636	2.622	0
71.338	2.654	0
70.04	2.685	0
68.743	2.714	0
67.443	2.741	0
66.146	2.767	0
64.846	2.792	0
63.547	2.815	0
62.249	2.836	0
60.95	2.855	0
59.651	2.873	0
58.351	2.889	0
57.052	2.903	0
55.753	2.916	0
54.455	2.927	0
53.156	2.936	0
51.858	2.943	0
50.559	2.948	0
49.261	2.952	0
47.963	2.953	0
46.667	2.952	0
45.37	2.95	0
44.076	2.945	0
42.781	2.938	0
41.486	2.929	0
40.194	2.918	0
38.902	2.904	0
37.611	2.888	0
36.322	2.869	0
35.034	2.847	0
33.747	2.823	0
32.463	2.796	0
31.18	2.766	0
29.9	2.733	0
28.621	2.698	0
27.344	2.658	0
26.072	2.616	0
24.803	2.57	0
23.535	2.52	0
22.271	2.467	0
21.01	2.409	0
19.754	2.348	0
18.503	2.282	0
17.257	2.212	0
16.016	2.138	0
14.784	2.059	0
13.559	1.974	0
12.345	1.885	0
11.141	1.789	0
9.952	1.688	0
8.781	1.58	0
7.63	1.464	0
6.507	1.341	0
5.418	1.21	0
4.376	1.071	0
3.405	0.926	0
2.533	0.778	0
1.81	0.637	0
1.258	0.511	0
0.858	0.405	0
0.575	0.318	0
0.374	0.245	0
0.229	0.183	0
0.127	0.128	0
0.055	0.079	0
0.012	0.034	0
0.0	-0.008	0
